id,left_position,survey_finished,ccmu,catcap,anymc,medi,rural,nonpro,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q7,q8_1,q8_2,q8_3,q8_4,q8_5,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q12,q13,q14,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9,q19_10,q19_11,q19_12,q19_13,q19_14,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q20_8,q20_9,q20_10,q20_11,q20_12,q20_13,q20_14,q20_15,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q22_11,q22_12,q22_13,q22_14,q22_15,q22_16,q22_17,q22_18,q22_19,q22_20,q22_21,q22_22,q22_23,q23,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7,q26_8,q26_9,q26_10
r_1muweraqbwjjnae,0,1,70m217,3,0,1,0,0,1,45,NA,4,0,0,0,0,0,1,1,1,1,1,1,4,4,2,2,3,3,4,4,4,2,4,2,7,2,3,2,0,0,0,0,0,0,0,12,5,1,0,1,1,1,0,1,1,1,2,1,1,4,1,2,4,1,1,4,2,4,3,1,2,2,2,2,2,2,2,1,2,2,4,4,4,4,4,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,4,1,1,4,4,4,5,4,4,4,5,4,4
r_panswnllag5tqjx,1,1,70a031,3,0,1,0,0,2,29,NA,1,0,0,NA,NA,0,3,1,NA,NA,NA,NA,2,4,4,4,4,4,4,3,4,4,4,2,0,1,NA,1,0,0,0,0,0,0,0,8,4,1,1,1,1,1,0,1,1,1,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,5,5,3,4,4,4,4,4,3
r_3hq2ligmcmhleur,0,1,70m033,3,0,1,1,0,2,39,NA,3,0,0,0,0,0,3,NA,NA,2,NA,NA,2,5,5,5,5,5,5,5,5,5,5,2,2,1,4,NA,0,1,0,1,0,0,NA,NA,4,1,0,1,1,1,0,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
r_scuzyykfatvigf7,0,1,70a095,2,0,1,1,0,2,48,NA,2,1,1,1,0,1,1,1,1,2,1,1,2,3,2,2,2,4,3,4,4,4,4,2,13,1,4,NA,1,1,0,0,0,0,0,30,4,1,1,1,1,1,1,1,1,1,5,4,4,4,5,4,4,4,4,4,4,4,2,3,4,4,3,4,4,4,4,3,4,4,2,5,4,4,2,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,4,2,2,5,5,5,5,5,5,5,5,5,5
r_sdlypy78b24nrz3,0,1,70m052,3,0,1,0,0,2,53,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,5,3,4,5,5,4,4,5,5,4,2,1,1,4,NA,0,0,0,0,0,0,1,20,3,1,1,1,1,1,0,1,0,0,5,3,4,5,4,4,5,5,3,4,4,4,4,4,5,4,5,5,5,4,5,4,4,5,2,4,4,2,2,1,1,NA,1,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5,4,3,4,2,4,3,4,4,3
r_3oenh3nwuzjigww,0,1,70m029,1,0,1,0,0,2,46,NA,4,1,1,1,1,0,1,1,1,2,1,3,4,4,2,3,4,3,4,5,5,4,5,2,2,2,3,1,1,1,0,1,1,0,1,28,4,1,1,1,1,NA,NA,1,1,1,5,4,5,4,5,4,4,5,4,5,4,4,2,3,4,4,5,5,4,5,4,5,4,5,3,2,4,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,4,4,2,4,3,2
r_26hgh7onfh90jjq,1,1,50r376,0,1,1,0,0,2,46,NA,4,1,1,1,0,0,3,1,1,2,1,NA,4,4,3,3,3,3,3,4,4,3,5,2,1,2,3,1,1,1,1,1,1,0,1,28,4,1,1,1,1,1,0,1,1,1,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,5,4,5,2,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,4,3,2,2,4,4,4,3,4,3,2
r_2xxbhpppp1dcylh,0,1,50m201,0,0,1,2,1,2,65,NA,3,1,1,1,1,1,3,2,1,2,1,NA,4,4,3,4,4,3,3,1,5,5,5,2,7,2,4,NA,0,1,0,0,1,0,1,17,2,0,0,1,1,1,0,0,0,0,4,2,4,4,0,4,4,0,3,4,4,4,4,0,5,5,5,4,5,4,2,3,3,4,3,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,3,5,3,3,2,3,3,2
r_4trcyo71paydwvp,0,1,50r040,3,1,0,1,1,2,56,NA,5,1,0,0,1,0,2,1,1,1,1,2,4,4,4,4,4,4,4,5,5,5,5,2,2,2,4,NA,0,1,0,0,1,0,0,35,5,1,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,4,5,1,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,5,5,5,5,4,3,3,4,3,4
r_79c2ucwdchtazkd,0,1,50r388,3,1,1,0,0,2,51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,5,5,4,5,2,5,2,3,2,0,0,0,0,0,0,1,15,5,1,1,1,1,1,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1,2,1,1,2,1,2,1,1
r_c30ykw3nrxygxcl,1,1,5ma259,0,1,1,1,0,1,60,NA,4,0,0,0,0,0,1,1,1,2,1,NA,2,4,4,3,4,2,4,4,4,4,4,2,1,2,3,1,0,1,1,0,0,0,NA,30,4,1,1,1,1,1,NA,1,1,1,5,4,4,4,3,4,5,3,4,5,5,5,5,3,4,4,5,5,4,4,4,4,3,4,2,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,3,4,2,2,2,1,2,2,2
r_2wnpryl3ml3cqxc,1,1,70m208,2,0,1,1,0,2,26,NA,2,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,4,5,2,2,2,3,1,1,0,0,0,0,0,0,8,4,1,1,1,1,1,NA,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,4,2,2,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,5,4,2,2,2,4,4,4
r_2dly6ynl9h0qjpc,0,1,70a270,3,0,1,0,0,2,40,NA,1,0,1,1,1,1,2,1,1,1,1,2,3,5,3,3,3,3,3,4,2,4,5,2,1,1,3,5,1,1,0,0,1,0,NA,8,4,1,1,1,1,1,0,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,5,4,4,4,4,1,1,1,1,1,3,3,2
r_3mmniuuulbczdea,0,1,50r449,1,1,0,0,0,1,23,NA,2,NA,NA,NA,NA,NA,3,1,1,3,1,NA,1,5,3,3,5,3,3,3,5,5,5,2,1,1,4,NA,0,1,0,0,1,0,NA,6,2,1,1,1,1,1,0,1,1,0,5,2,5,5,4,5,5,4,3,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,5,5,5,5,3,4,5,3,5
r_2pa5iakmlmfikju,0,1,70a342,3,0,0,0,0,1,41,NA,4,0,0,0,0,0,3,1,1,1,1,1,3,4,4,4,4,4,5,5,5,4,4,2,1,2,NA,2,0,1,0,0,0,0,0,NA,4,1,1,1,1,1,0,1,1,0,5,4,4,5,5,4,4,4,4,5,4,5,5,5,4,4,5,5,4,4,5,4,4,4,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,5,5,5,5,4,5,5,5,5
r_27kuzurz0r5qc5n,1,1,70a300,2,0,0,0,0,1,27,NA,2,0,0,0,0,0,1,1,1,1,1,NA,2,4,3,2,2,3,4,5,4,4,5,2,2,1,4,NA,0,0,0,0,0,0,NA,0,3,1,1,1,1,1,0,1,1,0,4,4,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,2,4,3,5,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,2,4,5,5,2,2,5,4,4
r_2rann5vgegeetri,1,1,50m049,2,1,1,0,0,2,65,NA,4,1,1,1,1,1,1,1,1,1,1,2,4,5,4,4,4,5,5,5,5,5,4,1,27,2,NA,5,0,0,0,0,1,0,1,40,5,1,1,1,1,0,0,0,1,0,5,5,5,5,5,5,5,0,5,4,5,5,4,5,5,5,5,5,5,4,2,5,5,5,2,4,4,2,4,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,4,5,5,2,4,2,2,2,2,2,2,2
r_302l6orlgrcex8s,0,1,5me248,0,0,1,1,0,2,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,4,3,4,3,4,4,2,2,20192020,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,1,0,1,0,0,0,0,4,2,3,4,3,4,3,4,1,3,4,3,3,3,4,3,3,4,4,3,3,2,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,2,2,4,4,4,2,4,3,3
r_3qvtlnd4xeh634t,0,1,5ma051,1,1,1,0,0,2,51,NA,2,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,3,4,4,4,4,4,4,2,1,2,NA,2,1,0,1,1,0,0,0,15,2,1,1,1,1,0,0,0,0,0,3,3,4,4,4,5,5,5,NA,3,4,5,5,4,4,4,4,4,3,3,3,3,4,4,3,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4,3,5,3,3,4,3,3,4
r_2aeorchzdb7c1yp,1,1,50r294,3,1,0,0,0,1,61,NA,4,0,0,0,0,0,1,1,1,1,1,3,4,4,3,3,3,3,3,3,4,4,5,1,20,2,4,NA,0,0,0,0,0,0,0,20,6,1,NA,1,1,1,NA,1,1,1,5,4,4,5,4,5,5,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,4,4,4,4,5,4,4,3
r_2aeorchzdb7c1yp,1,1,50r294,3,1,0,0,0,1,61,NA,4,0,0,0,0,0,1,1,1,1,1,3,4,4,3,3,3,3,3,3,4,4,5,1,20,2,4,NA,0,0,0,0,0,0,0,20,6,1,NA,1,1,1,NA,1,1,1,5,4,4,5,4,5,5,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,4,4,4,4,5,4,4,3
r_raduqydtzzr0hg9,0,1,70m037,3,0,0,0,0,2,32,NA,4,0,1,0,0,1,1,1,1,1,1,1,4,4,3,3,3,3,2,4,3,3,4,2,2,2,3,2,1,1,0,0,0,0,0,12,4,1,NA,1,1,1,0,1,1,1,5,5,5,4,0,5,5,0,4,5,5,5,5,0,5,5,5,3,5,5,5,3,3,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,4,4,4,5,5,5,3,3,5,5,4
r_qjb8grej2ncwygt,1,1,50r486,2,0,NA,0,0,2,59,NA,5,1,1,1,1,1,1,1,1,1,1,NA,3,1,4,3,3,3,3,3,3,4,4,2,NA,1,NA,2,0,0,0,0,0,0,0,25,5,1,1,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,3,3,3,3,3,3,3,3,3,3
r_qjb8grej2ncwygt,0,1,50r486,2,0,NA,0,0,2,59,NA,5,1,1,1,1,1,1,1,1,1,1,NA,3,1,4,3,3,3,3,3,3,4,4,2,NA,1,NA,2,0,0,0,0,0,0,0,25,5,1,1,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,3,3,3,3,3,3,3,3,3,3
r_3nwalepr5zewjqz,1,1,50r372,0,1,1,1,0,2,39,NA,3,1,1,1,1,0,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,4,3,4,4,4,2,0,2,4,NA,1,0,0,0,1,0,1,16,2,1,0,1,1,1,0,1,1,1,4,3,4,4,3,4,4,4,3,4,4,5,4,3,3,3,3,4,4,3,4,3,3,3,3,4,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,4,3,4,3,3,3,4,3,4
r_3fibqrdkogpc1na,0,1,50m424,1,1,1,1,0,2,49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,4,4,4,4,2,4,5,4,4,2,3,1,NA,1,0,1,0,1,1,0,NA,NA,3,1,1,1,1,1,0,1,1,0,4,2,4,4,3,5,5,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,4,2,2,4,4,3,4,3,3
r_3ptq2nihfj31nif,1,0,70m079,1,0,1,1,0,2,49,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,6,3,NA,NA,1,NA,1,NA,NA,1,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,3,3,4,4,3,3,4,4,3
r_3ge0hmxv6axspnh,1,1,70m042,2,0,1,0,0,2,44,NA,2,0,0,0,0,0,1,1,1,1,1,NA,2,4,4,4,4,4,4,3,4,4,4,2,1,2,NA,1,0,0,0,0,0,0,NA,NA,4,1,1,1,1,1,1,1,1,0,4,2,3,4,4,4,4,4,1,4,3,4,2,4,1,1,1,1,4,3,3,1,1,4,4,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,4,5,5,5,3,2,5,3,5
r_3e8l4fktwzvzn0l,0,1,50r145,0,0,0,0,0,2,35,NA,2,0,0,1,0,0,3,1,1,1,1,3,4,4,4,4,4,4,4,5,5,5,5,2,9,1,4,NA,0,0,0,0,0,0,0,17,4,1,1,1,1,1,NA,1,NA,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,4,4,4,4,4,4,4,4,4
r_215jlkiispokw8w,0,1,70m003,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,4,5,4,4,4,4,4,NA,4,4,4,5,4,3,4,4,4,4,2,4,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,3,4,4,4,4,4,3,3,2,2,2,3,2
r_20nfqysp54pgmpx,1,1,50m427,0,1,1,0,0,2,47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,3,3,4,4,5,5,5,5,5,2,1.5,2,3,5,0,0,0,0,0,0,NA,NA,2,1,1,1,1,0,NA,1,1,0,5,4,4,5,5,5,5,5,4,5,5,5,3,5,4,4,4,4,4,5,5,5,5,5,1,3,3,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,4,3,4,2,2,2,2,1,3,3,2,3,2
r_20nfqysp54pgmpx,0,1,50m427,0,1,1,0,0,2,47,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,4,3,3,4,4,5,5,5,5,5,2,1.5,2,3,5,0,0,0,0,0,0,NA,NA,2,1,1,1,1,0,NA,1,1,0,5,4,4,5,5,5,5,5,4,5,5,5,3,5,4,4,4,4,4,5,5,5,5,5,1,3,3,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,4,3,4,2,2,2,2,1,3,3,2,3,2
r_1poomv7xfoqhiwq,1,1,70m350,3,0,1,0,0,2,68,NA,3,1,0,0,1,1,1,1,1,1,1,3,2,4,3,3,3,3,3,2,4,4,4,2,4,2,3,2,0,0,1,0,0,0,0,12,5,1,1,1,1,1,0,1,1,1,3,3,4,3,3,4,3,3,2,4,3,4,2,3,2,2,2,2,3,2,2,2,2,3,3,2,4,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,2,4,4,3,4,3,4,4,5,4,4
r_o9ydeux0r6jc9b3,0,1,50r251,0,0,0,0,0,2,57,NA,2,NA,NA,1,NA,NA,1,1,1,1,1,1,4,5,5,5,5,NA,1,1,1,1,1,1,4,2,3,2,0,0,0,0,0,0,0,26,2,NA,NA,NA,1,1,NA,NA,NA,NA,5,4,4,5,3,5,4,0,4,NA,5,5,5,5,5,5,3,2,2,5,5,3,3,5,4,5,5,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,5,5,5,5,5,2,5,5,4,4
r_1ocbl1qykkztuaa,0,0,70m233,2,0,1,1,0,2,38,NA,2,NA,NA,NA,NA,NA,1,1,1,2,1,NA,4,3,3,3,3,3,2,5,5,5,5,2,1.5,1,NA,5,0,1,0,1,1,0,NA,21,4,1,1,1,1,1,0,1,1,1,3,5,3,5,0,5,5,3,5,4,3,5,5,3,3,3,3,4,3,5,5,3,5,3,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,4,4,5,5,5,4,5,5,4
r_31znovwkau27g6z,0,1,5ma240,1,1,1,1,0,2,52,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,4,3,4,4,3,4,4,4,4,5,2,12,1,4,NA,0,1,0,0,0,0,NA,32,3,1,1,1,1,1,NA,1,1,1,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,2,3,2,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,4,2,4,2,2,3,3,2,3,3,2,3,3
r_0ul5skrhucrfs4p,0,1,70m101,3,0,1,1,0,2,38,NA,2,0,0,1,0,0,1,1,1,1,1,NA,4,2,3,2,2,4,2,5,4,4,5,2,10,1,4,NA,0,0,0,0,0,0,NA,15,4,1,1,1,1,1,0,1,1,1,4,2,4,5,5,4,4,5,4,5,4,5,4,4,5,4,4,4,4,5,5,4,4,4,2,5,4,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,2,1,2,4,4,4,3,2,4,2,4,4,3
r_3em0hfmtbrohwex,0,1,70a269,3,0,1,1,0,1,42,NA,4,0,0,0,0,0,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,3,4,2,2,1,NA,1,0,0,0,0,0,0,0,17,4,1,0,1,1,1,0,1,1,1,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3,3,4,3,3,2,2,3,3
r_1dzhnqlepcm8iaz,1,1,70a267,3,0,1,1,0,2,58,NA,4,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,2,3,1,1,2,4,3,2,2,2,NA,5,0,NA,0,0,0,0,1,4,5,1,1,1,1,1,0,1,1,1,4,NA,2,3,4,3,4,4,3,2,4,3,2,4,2,2,3,4,4,2,2,2,3,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,4,5,5,5,5,5,3,4,4,4,4
r_1cvlfzthndzahkk,0,1,50r313,2,1,1,1,0,1,62,NA,3,0,0,0,0,0,1,1,1,1,1,1,4,5,5,5,5,5,4,4,3,3,4,2,6,1,4,NA,0,0,0,0,0,0,1,40,2,1,1,1,1,1,1,1,1,NA,5,4,4,4,4,5,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,4,3,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,3,3,4,2,3,2,2,2,2
r_2tnldbuqmty8d1b,0,1,50r174,3,1,1,0,0,2,35,NA,3,0,0,0,0,0,3,1,1,2,1,3,2,4,4,4,4,4,4,4,4,4,4,2,1.5,1,4,NA,1,1,0,1,0,0,NA,14,3,1,1,1,1,1,0,1,1,1,4,2,2,4,2,4,4,2,1,4,2,4,2,2,3,2,2,2,3,2,2,2,2,2,4,4,4,4,4,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,NA,3,2,4,4,4,5,5,5,4,4,5,4,3
r_1puhg0vwet0axjl,0,1,70m252,1,0,1,0,0,2,37,NA,4,1,1,1,1,1,NA,NA,NA,2,NA,NA,2,4,2,2,2,2,3,3,3,3,3,2,1,2,4,NA,NA,1,NA,NA,1,NA,1,10,4,1,0,1,1,0,0,0,0,1,4,2,3,4,4,4,4,2,4,4,4,4,4,4,NA,NA,2,4,NA,4,4,4,4,4,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,5,5,5,5,5,5,5,5,5,5
r_20mcqwfgjxridss,1,1,70m063,1,0,1,0,0,2,27,NA,4,0,0,1,0,0,1,1,1,1,1,1,2,4,2,3,4,4,2,1,3,3,4,2,2,1,4,NA,0,0,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,4,2,3,4,3,4,4,2,2,4,4,4,1,2,3,2,3,4,4,4,5,2,2,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,5,5,5,5,5,5,5,5
r_3osjww4ilulqghs,1,1,70a318,0,0,1,1,0,2,64,NA,2,0,0,0,0,0,1,1,1,1,1,NA,4,5,3,3,3,3,2,4,5,5,5,2,3,1,3,5,0,0,0,0,0,0,NA,6,4,1,1,1,1,1,NA,NA,1,1,5,4,5,4,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,4,3,4,2,2,2,1,4,4
r_2y2jbrynqssosnz,1,1,70m237,1,0,1,2,1,2,67,NA,2,0,0,0,0,0,1,1,3,1,1,NA,4,4,4,4,4,4,3,3,4,4,5,2,6,2,NA,5,NA,1,1,NA,NA,NA,NA,44,3,1,0,1,1,0,0,0,0,0,5,4,4,4,0,4,4,0,3,5,5,4,4,4,4,4,4,3,5,4,3,4,3,5,4,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,3,2,5,4,2,3,3
r_9spsu0un9tdfwvd,1,1,50a244,0,1,0,0,0,2,30,NA,4,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,4,5,4,4,4,4,4,4,4,4,4,2,0,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,NA,1,1,NA,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,3,5,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,1,1,1,1,1,1,1,1,1,1
r_1occfdnzikuyrvw,1,1,70a286,2,0,1,0,0,2,50,NA,4,0,0,0,0,0,3,1,1,1,1,NA,3,5,3,3,3,3,2,2,3,4,4,2,2,2,4,NA,0,1,0,0,0,0,0,3,4,1,1,1,1,1,1,1,1,0,3,4,4,4,1,5,3,1,4,1,2,5,4,1,3,3,3,4,2,4,4,3,3,2,3,3,2,3,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,4,4,5,4,5,4,4,5,4,4
r_2zhvh54e2ylzq6f,1,1,70a341,3,1,1,0,1,2,41,NA,4,1,1,1,1,1,1,1,1,1,1,NA,4,3,3,3,3,3,4,4,4,4,5,2,1.5,2,NA,2,0,0,0,0,0,0,0,NA,6,1,1,1,1,1,0,1,1,0,5,5,5,5,3,5,5,2,5,5,5,5,5,3,4,4,4,4,4,3,4,4,3,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,4,2,2,3,3,2,2
